Date ,Day,Site,Sample,Transect,Species,Status,Count
6/17/2021,168,3,3,2,Thlaspi arvense,Introduced,401
6/17/2021,168,3,3,1,Thlaspi arvense,Introduced,15
6/17/2021,168,3,3,3,Thlaspi arvense,Introduced,16
6/17/2021,168,3,3,2,Arabis glabra,Introduced,20
6/17/2021,168,3,3,3,Arabis glabra,Introduced,4
6/28/2021,179,3,4,2,Antennaria parvifolia,Native,10
6/28/2021,179,3,4,3,Antennaria parvifolia,Native,5
6/28/2021,179,3,4,3,Astragalus flexuosus,Native,14
6/28/2021,179,3,4,1,Cerastium arvense,Native,13
6/28/2021,179,3,4,2,Cerastium arvense,Native,24
6/28/2021,179,3,4,1,Delphinium nuttallianum,Native,39
6/28/2021,179,3,4,2,Delphinium nuttallianum,Native,13
6/28/2021,179,3,4,3,Delphinium nuttallianum,Native,10
6/28/2021,179,3,4,1,Erysimum capitatum,Native,14
6/28/2021,179,3,4,1,Lupinus argenteus,Native,10
6/28/2021,179,3,4,2,Lupinus argenteus,Native,26
6/28/2021,179,3,4,1,Senecio integerrimus,Native,3
6/28/2021,179,3,4,1,Taraxacum officinale,Introduced,3
6/28/2021,179,3,4,2,Taraxacum officinale,Introduced,2
6/28/2021,179,3,4,3,Taraxacum officinale,Introduced,1
6/28/2021,179,3,4,1,Thermopsis montana,Native,3
6/28/2021,179,3,4,2,Thermopsis montana,Native,9
6/28/2021,179,3,4,1,Thlaspi arvense,Introduced,152
6/28/2021,179,3,4,2,Thlaspi arvense,Introduced,63
6/28/2021,179,3,4,3,Thlaspi arvense,Introduced,67
6/28/2021,179,3,4,2,Arabis glabra,Introduced,3
6/28/2021,179,3,4,3,Arabis glabra,Introduced,2
7/15/2021,196,3,5,1,Achillea millefolium ,Native,4
7/15/2021,196,3,5,2,Achillea millefolium ,Native,22
7/15/2021,196,3,5,3,Achillea millefolium ,Native,3
7/15/2021,196,3,5,1,Agoseris glauca,Native,1
7/15/2021,196,3,5,3,Agoseris glauca,Native,2
7/15/2021,196,3,5,2,Antennaria corymbosa,Native,10
7/15/2021,196,3,5,1,Astragalus miser,Native,7
7/15/2021,196,3,5,1,Campanula rotundifolia,Native,5
7/15/2021,196,3,5,2,Campanula rotundifolia,Native,34
7/15/2021,196,3,5,3,Campanula rotundifolia,Native,9
7/15/2021,196,3,5,1,Cerastium arvense,Native,1
7/15/2021,196,3,5,2,Cerastium arvense,Native,1
7/15/2021,196,3,5,1,Collomia linearis,Native,93
7/15/2021,196,3,5,2,Collomia linearis,Native,60
7/15/2021,196,3,5,3,Collomia linearis,Native,126
7/15/2021,196,3,5,1,Erigeron flagellaris,Native,3
7/15/2021,196,3,5,3,Gaillardia aristata,Native,4
7/15/2021,196,3,5,1,Geranium caespitosum,Native,1
7/15/2021,196,3,5,2,Lappula occidentalis,Native,3
7/15/2021,196,3,5,1,Lupinus argenteus,Native,3
7/15/2021,196,3,5,3,Lupinus argenteus,Native,15
7/15/2021,196,3,5,2,Taraxacum officinale,Introduced,1
7/15/2021,196,3,5,1,Thlaspi arvense,Introduced,152
7/15/2021,196,3,5,2,Thlaspi arvense,Introduced,73
7/15/2021,196,3,5,3,Thlaspi arvense,Introduced,28
7/15/2021,196,3,5,1,Tragopogon dubius,Introduced,4
7/26/2021,207,3,6,3,Achillea millefolium ,Native,15
7/26/2021,207,3,6,1,Achillea millefolium ,Native,4
7/26/2021,207,3,6,2,Achillea millefolium ,Native,32
7/26/2021,207,3,6,3,Agoseris glauca,Native,10
7/26/2021,207,3,6,1,Agoseris glauca,Native,2
7/26/2021,207,3,6,1,Astragalus miser,Native,11
7/26/2021,207,3,6,3,Calochortus gunnisonii,Native,8
7/26/2021,207,3,6,1,Calochortus gunnisonii,Native,2
7/26/2021,207,3,6,2,Calochortus gunnisonii,Native,2
7/26/2021,207,3,6,3,Campanula rotundifolia,Native,130
7/26/2021,207,3,6,1,Campanula rotundifolia,Native,57
7/26/2021,207,3,6,2,Campanula rotundifolia,Native,295
7/26/2021,207,3,6,3,Carduus nutans,Introduced,11
7/26/2021,207,3,6,1,Carduus nutans,Introduced,2
7/26/2021,207,3,6,2,Carduus nutans,Introduced,4
7/26/2021,207,3,6,3,Collomia linearis,Native,216
7/26/2021,207,3,6,1,Collomia linearis,Native,20
7/26/2021,207,3,6,2,Collomia linearis,Native,220
7/26/2021,207,3,6,2,Erigeron flagellaris,Native,1
7/26/2021,207,3,6,2,Erigeron speciosus,Native,2
7/26/2021,207,3,6,3,Gaillardia aristata,Native,5
7/26/2021,207,3,6,1,Gaillardia aristata,Native,3
7/26/2021,207,3,6,1,Geranium caespitosum,Native,4
7/26/2021,207,3,6,1,Linaria dalmatica,Introduced,13
7/26/2021,207,3,6,1,Lupinus argenteus,Native,10
7/26/2021,207,3,6,2,Lupinus argenteus,Native,16
7/26/2021,207,3,6,1,Oxytropis lambertii,Native,10
7/26/2021,207,3,6,1,Solidago multiradiata,Native,5
7/26/2021,207,3,6,1,Thlaspi arvense,Introduced,16
7/26/2021,207,3,6,3,Tragopogon dubius,Introduced,2
7/26/2021,207,3,6,1,Tragopogon dubius,Introduced,3
7/26/2021,207,3,6,2,Tragopogon dubius,Introduced,1
8/12/2021,224,3,7,3,Achillea millefolium ,Native,6
8/12/2021,224,3,7,1,Achillea millefolium ,Native,15
8/12/2021,224,3,7,2,Achillea millefolium ,Native,28
8/12/2021,224,3,7,3,Agoseris glauca,Native,4
8/12/2021,224,3,7,1,Agoseris glauca,Native,20
8/12/2021,224,3,7,2,Agoseris glauca,Native,3
8/12/2021,224,3,7,3,Artemisia frigida,Native,30
8/12/2021,224,3,7,1,Artemisia frigida,Native,20
8/12/2021,224,3,7,2,Artemisia frigida,Native,20
8/12/2021,224,3,7,3,Campanula rotundifolia,Native,68
8/12/2021,224,3,7,1,Campanula rotundifolia,Native,28
8/12/2021,224,3,7,2,Campanula rotundifolia,Native,123
8/12/2021,224,3,7,3,Carduus nutans,Introduced,98
8/12/2021,224,3,7,1,Carduus nutans,Introduced,62
8/12/2021,224,3,7,2,Carduus nutans,Introduced,15
8/12/2021,224,3,7,3,Erigeron speciosus,Native,16
8/12/2021,224,3,7,1,Erigeron speciosus,Native,2
8/12/2021,224,3,7,2,Erigeron speciosus,Native,12
8/12/2021,224,3,7,1,Gaillardia aristata,Native,3
8/12/2021,224,3,7,3,Linaria vulgaris,Introduced,28
8/12/2021,224,3,7,1,Linaria vulgaris,Introduced,25
8/12/2021,224,3,7,2,Lupinus argenteus,Native,20
8/12/2021,224,3,7,3,Orthocarpus luteus,Native,10
8/12/2021,224,3,7,2,Orthocarpus luteus,Native,52
8/12/2021,224,3,7,3,Solidago multiradiata,Native,10
8/12/2021,224,3,7,1,Solidago multiradiata,Native,14
8/12/2021,224,3,7,1,Taraxacum officinale,Introduced,1
8/12/2021,224,3,7,1,Tragopogon dubius,Introduced,1
8/12/2021,224,3,7,2,Verbascum thapsus,Introduced,6
8/20/2021,232,3,8,3,Achillea millefolium ,Native,10
8/20/2021,232,3,8,1,Achillea millefolium ,Native,23
8/20/2021,232,3,8,2,Achillea millefolium ,Native,48
8/20/2021,232,3,8,3,Agoseris glauca,Native,2
8/20/2021,232,3,8,1,Agoseris glauca,Native,13
8/20/2021,232,3,8,2,Agoseris glauca,Native,2
8/20/2021,232,3,8,3,Artemisia frigida,Native,22
8/20/2021,232,3,8,1,Artemisia frigida,Native,185
8/20/2021,232,3,8,2,Artemisia frigida,Native,105
8/20/2021,232,3,8,3,Campanula rotundifolia,Native,31
8/20/2021,232,3,8,1,Campanula rotundifolia,Native,21
8/20/2021,232,3,8,2,Campanula rotundifolia,Native,56
8/20/2021,232,3,8,3,Carduus nutans,Introduced,58
8/20/2021,232,3,8,1,Carduus nutans,Introduced,82
8/20/2021,232,3,8,2,Carduus nutans,Introduced,15
8/20/2021,232,3,8,1,Descurainia sophia,Introduced,10
8/20/2021,232,3,8,2,Erigeron speciosus,Native,10
8/20/2021,232,3,8,1,Gaillardia aristata,Native,1
8/20/2021,232,3,8,1,Geranium caespitosum,Native,2
8/20/2021,232,3,8,3,Linaria vulgaris,Introduced,21
8/20/2021,232,3,8,1,Linaria vulgaris,Introduced,92
8/20/2021,232,3,8,1,Lupinus argenteus,Native,12
8/20/2021,232,3,8,2,Lupinus argenteus,Native,38
8/20/2021,232,3,8,2,Orthocarpus luteus,Native,51
8/20/2021,232,3,8,3,Solidago multiradiata,Native,10
8/20/2021,232,3,8,1,Solidago multiradiata,Native,20
8/20/2021,232,3,8,2,Verbascum thapsus,Introduced,10
9/11/2021,254,3,9,2,Achillea millefolium ,Native,2
9/11/2021,254,3,9,1,Achillea millefolium ,Native,3
9/11/2021,254,3,9,3,Achillea millefolium ,Native,2
9/11/2021,254,3,9,2,Agoseris glauca,Native,5
9/11/2021,254,3,9,1,Agoseris glauca,Native,17
9/11/2021,254,3,9,2,Campanula rotundifolia,Native,12
9/11/2021,254,3,9,1,Campanula rotundifolia,Native,7
9/11/2021,254,3,9,3,Campanula rotundifolia,Native,13
9/11/2021,254,3,9,2,Carduus nutans,Introduced,10
9/11/2021,254,3,9,1,Carduus nutans,Introduced,22
9/11/2021,254,3,9,3,Carduus nutans,Introduced,24
9/11/2021,254,3,9,1,Linaria vulgaris,Introduced,39
9/11/2021,254,3,9,3,Linaria vulgaris,Introduced,8
9/11/2021,254,3,9,1,Tragopogon dubius,Introduced,2
9/11/2021,254,3,9,3,Verbascum thapsus,Introduced,6
5/17/2021,137,4,0,1,None,NA,0
5/17/2021,137,4,0,2,None,NA,0
5/17/2021,137,4,0,3,None,NA,0
5/24/2021,144,4,1,3,Harbouria trachypleura,Native,1
5/24/2021,144,4,1,1,Noccaea fendleri,Native,58
5/24/2021,144,4,1,2,Pulsatilla nuttalliana,Native,26
6/4/2021,155,4,2,2,Antennaria parvifolia,Native,7
6/4/2021,155,4,2,1,Harbouria trachypleura,Native,5
6/4/2021,155,4,2,1,Noccaea fendleri,Native,22
6/4/2021,155,4,2,1,Taraxacum officinale,Introduced,8
6/4/2021,155,4,2,3,Taraxacum officinale,Introduced,5
6/4/2021,155,4,2,2,Taraxacum officinale,Introduced,2
6/17/2021,168,4,3,1,Antennaria parvifolia,Native,20
6/17/2021,168,4,3,2,Antennaria parvifolia,Native,12
6/17/2021,168,4,3,1,Astragalus parryi,Native,4
6/17/2021,168,4,3,2,Astragalus parryi,Native,28
6/17/2021,168,4,3,1,Cerastium arvense,Native,103
6/17/2021,168,4,3,2,Cerastium arvense,Native,25
6/17/2021,168,4,3,3,Cerastium arvense,Native,11
6/17/2021,168,4,3,2,Delphinium nuttallianum,Native,34
6/17/2021,168,4,3,2,Draba aurea,Native,7
6/17/2021,168,4,3,1,Erigeron divergens,Native,1
6/17/2021,168,4,3,1,Erysimum capitatum,Native,2
6/17/2021,168,4,3,2,Erysimum capitatum,Native,12
6/17/2021,168,4,3,1,Harbouria trachypleura,Native,1
6/17/2021,168,4,3,3,Harbouria trachypleura,Native,8
6/17/2021,168,4,3,2,Mertensia lanceolata,Native,7
6/17/2021,168,4,3,3,Mertensia lanceolata,Native,16
6/17/2021,168,4,3,2,Senecio integerrimus,Native,20
6/17/2021,168,4,3,3,Senecio integerrimus,Native,9
6/17/2021,168,4,3,3,Taraxacum officinale,Introduced,5
6/17/2021,168,4,3,3,Thlaspi arvense,Introduced,512
6/17/2021,168,4,3,1,Arabis glabra,Introduced,5
6/28/2021,179,4,4,1,Achillea millefolium ,Native,5
6/28/2021,179,4,4,3,Allium geyeri,Native,3
6/28/2021,179,4,4,2,Allium geyeri,Native,21
6/28/2021,179,4,4,1,Antennaria parvifolia,Native,17
6/28/2021,179,4,4,2,Antennaria parvifolia,Native,5
6/28/2021,179,4,4,2,Arenaria fendleri,Native,49
6/28/2021,179,4,4,2,Astragalus flexuosus,Native,12
6/28/2021,179,4,4,1,Cerastium arvense,Native,19
6/28/2021,179,4,4,3,Cerastium arvense,Native,5
6/28/2021,179,4,4,2,Cerastium arvense,Native,1
6/28/2021,179,4,4,2,Delphinium nuttallianum,Native,4
6/28/2021,179,4,4,1,Erysimum capitatum,Native,22
6/28/2021,179,4,4,2,Erysimum capitatum,Native,25
6/28/2021,179,4,4,3,Harbouria trachypleura,Native,7
6/28/2021,179,4,4,2,Lesquerella montana,Native,16
6/28/2021,179,4,4,1,Lupinus argenteus,Native,6
6/28/2021,179,4,4,3,Mertensia lanceolata,Native,5
6/28/2021,179,4,4,2,Mertensia lanceolata,Native,22
6/28/2021,179,4,4,3,Senecio integerrimus,Native,10
6/28/2021,179,4,4,1,Taraxacum officinale,Introduced,2
6/28/2021,179,4,4,3,Taraxacum officinale,Introduced,4
6/28/2021,179,4,4,1,Thermopsis montana,Native,2
6/28/2021,179,4,4,3,Thlaspi arvense,Introduced,361
6/28/2021,179,4,4,1,Thlaspi arvense,Introduced,21
6/28/2021,179,4,4,1,Tragopogon dubius,Introduced,1
6/28/2021,179,4,4,2,Tragopogon dubius,Introduced,1
6/28/2021,179,4,4,1,Arabis glabra,Introduced,7
7/15/2021,196,4,5,1,Achillea millefolium ,Native,18
7/15/2021,196,4,5,2,Achillea millefolium ,Native,5
7/15/2021,196,4,5,3,Achillea millefolium ,Native,7
7/15/2021,196,4,5,1,Agoseris glauca,Native,1
7/15/2021,196,4,5,2,Agoseris glauca,Native,2
7/15/2021,196,4,5,2,Allium geyeri,Native,35
7/15/2021,196,4,5,3,Allium geyeri,Native,12
7/15/2021,196,4,5,1,Arenaria fendleri,Native,17
7/15/2021,196,4,5,2,Arenaria fendleri,Native,70
7/15/2021,196,4,5,3,Arenaria fendleri,Native,80
7/15/2021,196,4,5,1,Campanula rotundifolia,Native,139
7/15/2021,196,4,5,2,Campanula rotundifolia,Native,1
7/15/2021,196,4,5,3,Campanula rotundifolia,Native,114
7/15/2021,196,4,5,1,Cerastium arvense,Native,2
7/15/2021,196,4,5,3,Conyza canadensis,Native,150
7/15/2021,196,4,5,1,Erigeron flagellaris,Native,3
7/15/2021,196,4,5,2,Erigeron flagellaris,Native,5
7/15/2021,196,4,5,3,Erigeron flagellaris,Native,20
7/15/2021,196,4,5,2,Erysimum capitatum,Native,2
7/15/2021,196,4,5,1,Gaillardia aristata,Native,27
7/15/2021,196,4,5,2,Gaillardia aristata,Native,7
7/15/2021,196,4,5,3,Gaillardia aristata,Native,2
7/15/2021,196,4,5,2,Geranium caespitosum,Native,2
7/15/2021,196,4,5,3,Geranium caespitosum,Native,3
7/15/2021,196,4,5,1,Harbouria trachypleura,Native,1
7/15/2021,196,4,5,3,Harbouria trachypleura,Native,5
7/15/2021,196,4,5,1,Lappula occidentalis,Native,6
7/15/2021,196,4,5,1,Lappula occidentalis,Native,22
7/15/2021,196,4,5,1,Lupinus argenteus,Native,4
7/15/2021,196,4,5,2,Oenothera coronopifolia,Native,15
7/15/2021,196,4,5,2,Oxytropis lambertii,Native,4
7/15/2021,196,4,5,2,Potentilla gracilis,Native,1
7/15/2021,196,4,5,2,Potentilla hippiana,Native,3
7/15/2021,196,4,5,3,Potentilla hippiana,Native,12
7/15/2021,196,4,5,1,Thlaspi arvense,Introduced,20
7/15/2021,196,4,5,2,Thlaspi arvense,Introduced,25
7/15/2021,196,4,5,3,Thlaspi arvense,Introduced,75
7/15/2021,196,4,5,1,Tragopogon dubius,Introduced,1
7/26/2021,207,4,6,1,Achillea millefolium ,Native,50
7/26/2021,207,4,6,3,Achillea millefolium ,Native,21
7/26/2021,207,4,6,1,Agoseris glauca,Native,10
7/26/2021,207,4,6,3,Agoseris glauca,Native,3
7/26/2021,207,4,6,2,Agoseris glauca,Native,6
7/26/2021,207,4,6,3,Calochortus gunnisonii,Native,3
7/26/2021,207,4,6,2,Calochortus gunnisonii,Native,1
7/26/2021,207,4,6,2,Calochortus gunnisonii,Native,7
7/26/2021,207,4,6,1,Campanula rotundifolia,Native,173
7/26/2021,207,4,6,3,Campanula rotundifolia,Native,87
7/26/2021,207,4,6,2,Campanula rotundifolia,Native,51
7/26/2021,207,4,6,1,Carduus nutans,Introduced,10
7/26/2021,207,4,6,3,Carduus nutans,Introduced,10
7/26/2021,207,4,6,1,Erysimum capitatum,Native,7
7/26/2021,207,4,6,1,Gaillardia aristata,Native,5
7/26/2021,207,4,6,3,Gaillardia aristata,Native,6
7/26/2021,207,4,6,2,Gaillardia aristata,Native,5
7/26/2021,207,4,6,3,Geranium caespitosum,Native,13
7/26/2021,207,4,6,2,Geranium caespitosum,Native,2
7/26/2021,207,4,6,1,Heterotheca villosa,Native,3
7/26/2021,207,4,6,2,Heterotheca villosa,Native,10
7/26/2021,207,4,6,3,Lappula occidentalis,Native,26
7/26/2021,207,4,6,1,Lupinus argenteus,Native,33
7/26/2021,207,4,6,3,Lupinus argenteus,Native,10
7/26/2021,207,4,6,1,Noccaea fendleri,Native,36
7/26/2021,207,4,6,3,Noccaea fendleri,Native,12
7/26/2021,207,4,6,2,Noccaea fendleri,Native,26
7/26/2021,207,4,6,2,Oenothera coronopifolia,Native,36
7/26/2021,207,4,6,1,Potentilla gracilis,Native,6
7/26/2021,207,4,6,3,Potentilla gracilis,Native,5
7/26/2021,207,4,6,2,Potentilla gracilis,Native,40
7/26/2021,207,4,6,2,Potentilla hippiana,Native,2
7/26/2021,207,4,6,3,Solidago multiradiata,Native,10
7/26/2021,207,4,6,2,Solidago multiradiata,Native,5
7/26/2021,207,4,6,1,Taraxacum officinale,Introduced,2
7/26/2021,207,4,6,3,Taraxacum officinale,Introduced,3
7/26/2021,207,4,6,3,Thlaspi arvense,Introduced,26
7/26/2021,207,4,6,1,Tragopogon dubius,Introduced,2
7/26/2021,207,4,6,3,Tragopogon dubius,Introduced,1
8/12/2021,224,4,7,1,Achillea millefolium ,Native,17
8/12/2021,224,4,7,3,Achillea millefolium ,Native,15
8/12/2021,224,4,7,2,Achillea millefolium ,Native,2
8/12/2021,224,4,7,1,Agoseris glauca,Native,12
8/12/2021,224,4,7,3,Agoseris glauca,Native,10
8/12/2021,224,4,7,2,Allium cernuum,Native,11
8/12/2021,224,4,7,1,Arenaria fendleri,Native,12
8/12/2021,224,4,7,2,Arenaria fendleri,Native,52
8/12/2021,224,4,7,1,Artemisia frigida,Native,56
8/12/2021,224,4,7,3,Artemisia frigida,Native,50
8/12/2021,224,4,7,2,Artemisia frigida,Native,23
8/12/2021,224,4,7,1,Campanula rotundifolia,Native,18
8/12/2021,224,4,7,3,Campanula rotundifolia,Native,84
8/12/2021,224,4,7,2,Campanula rotundifolia,Native,2
8/12/2021,224,4,7,1,Carduus nutans,Introduced,158
8/12/2021,224,4,7,3,Carduus nutans,Introduced,221
8/12/2021,224,4,7,2,Carduus nutans,Introduced,23
8/12/2021,224,4,7,3,Epilobium brachycarpum,Native,28
8/12/2021,224,4,7,2,Erigeron flagellaris,Native,4
8/12/2021,224,4,7,1,Erigeron speciosus,Native,6
8/12/2021,224,4,7,1,Gaillardia aristata,Native,8
8/12/2021,224,4,7,3,Gaillardia aristata,Native,3
8/12/2021,224,4,7,2,Gaillardia aristata,Native,1
8/12/2021,224,4,7,1,Geranium caespitosum,Native,8
8/12/2021,224,4,7,2,Geranium caespitosum,Native,10
8/12/2021,224,4,7,1,Heterotheca villosa,Native,10
8/12/2021,224,4,7,2,Heterotheca villosa,Native,23
8/12/2021,224,4,7,1,Lappula occidentalis,Native,20
8/12/2021,224,4,7,1,Lupinus argenteus,Native,52
8/12/2021,224,4,7,3,Lupinus argenteus,Native,20
8/12/2021,224,4,7,2,Potentilla hippiana,Native,18
8/12/2021,224,4,7,1,Solidago multiradiata,Native,23
8/12/2021,224,4,7,3,Solidago multiradiata,Native,10
8/12/2021,224,4,7,2,Solidago multiradiata,Native,10
8/12/2021,224,4,7,1,Symphyotrichum porteri,Native,4
8/12/2021,224,4,7,1,Tragopogon dubius,Introduced,1
8/20/2021,232,4,8,1,Achillea millefolium ,Native,42
8/20/2021,232,4,8,3,Achillea millefolium ,Native,10
8/20/2021,232,4,8,1,Agoseris glauca,Native,3
8/20/2021,232,4,8,3,Agoseris glauca,Native,3
8/20/2021,232,4,8,2,Agoseris glauca,Native,8
8/20/2021,232,4,8,2,Arenaria fendleri,Native,20
8/20/2021,232,4,8,1,Artemisia frigida,Native,85
8/20/2021,232,4,8,3,Artemisia frigida,Native,51
8/20/2021,232,4,8,2,Artemisia frigida,Native,70
8/20/2021,232,4,8,1,Campanula rotundifolia,Native,54
8/20/2021,232,4,8,3,Campanula rotundifolia,Native,55
8/20/2021,232,4,8,3,Campanula rotundifolia,Native,22
8/20/2021,232,4,8,1,Carduus nutans,Introduced,67
8/20/2021,232,4,8,3,Carduus nutans,Introduced,50
8/20/2021,232,4,8,2,Carduus nutans,Introduced,10
8/20/2021,232,4,8,3,Ericameria nauseosa,Native,15
8/20/2021,232,4,8,2,Ericameria nauseosa,Native,20
8/20/2021,232,4,8,1,Gaillardia aristata,Native,7
8/20/2021,232,4,8,3,Gaillardia aristata,Native,4
8/20/2021,232,4,8,1,Geranium caespitosum,Native,2
8/20/2021,232,4,8,3,Geranium caespitosum,Native,5
8/20/2021,232,4,8,1,Heterotheca villosa,Native,15
8/20/2021,232,4,8,2,Heterotheca villosa,Native,5
8/20/2021,232,4,8,3,Lupinus argenteus,Native,10
8/20/2021,232,4,8,1,Solidago multiradiata,Native,2
8/20/2021,232,4,8,3,Solidago multiradiata,Native,11
8/20/2021,232,4,8,2,Solidago multiradiata,Native,12
8/20/2021,232,4,8,1,Symphyotrichum porteri,Native,38
9/11/2021,254,4,9,3,Achillea millefolium ,Native,1
9/11/2021,254,4,9,1,Agoseris glauca,Native,1
9/11/2021,254,4,9,2,Agoseris glauca,Native,4
9/11/2021,254,4,9,3,Agoseris glauca,Native,4
9/11/2021,254,4,9,1,Campanula rotundifolia,Native,13
9/11/2021,254,4,9,3,Campanula rotundifolia,Native,2
9/11/2021,254,4,9,1,Carduus nutans,Introduced,25
9/11/2021,254,4,9,2,Carduus nutans,Introduced,5
9/11/2021,254,4,9,3,Carduus nutans,Introduced,22
9/11/2021,254,4,9,3,Ericameria nauseosa,Native,5
9/11/2021,254,4,9,1,Gaillardia aristata,Native,2
9/11/2021,254,4,9,1,Heterotheca villosa,Native,21
9/11/2021,254,4,9,2,Heterotheca villosa,Native,5
9/11/2021,254,4,9,3,Heterotheca villosa,Native,5
9/11/2021,254,4,9,1,Symphyotrichum ericoides,Native,4
9/11/2021,254,4,9,1,Tragopogon dubius,Introduced,4
9/11/2021,254,4,9,3,Tragopogon dubius,Introduced,1
9/11/2021,254,4,9,3,Verbascum thapsus,Introduced,7
5/17/2021,137,5,0,1,None,NA,0
5/17/2021,137,5,0,2,None,NA,0
5/17/2021,137,5,0,3,None,NA,0
5/23/2021,143,5,1,3,Achillea millefolium ,Native,11
