Date ,Day,Site,Sample,Transect,Species,Status,Count
5/23/2021,143,5,1,2,Cerastium arvense,Native,1
5/23/2021,143,5,1,1,Claytonia lanceolata,Native,2
5/23/2021,143,5,1,3,Claytonia lanceolata,Native,2
5/23/2021,143,5,1,1,Collinsia parviflora,Native,22
5/23/2021,143,5,1,2,Collinsia parviflora,Native,23
5/23/2021,143,5,1,3,Collinsia parviflora,Native,7
5/23/2021,143,5,1,1,Cryptantha ambigua,Native,20
5/23/2021,143,5,1,2,Cryptantha ambigua,Native,15
5/23/2021,143,5,1,3,Cryptantha ambigua,Native,6
5/23/2021,143,5,1,1,Ranunculus glaberrimus,Native,3
5/23/2021,143,5,1,2,Ranunculus glaberrimus,Native,1
5/23/2021,143,5,1,3,Taraxacum officinale,Introduced,1
6/2/2021,153,5,2,2,Achillea millefolium ,Native,3
6/2/2021,153,5,2,3,Achillea millefolium ,Native,9
6/2/2021,153,5,2,1,Cerastium arvense,Native,6
6/2/2021,153,5,2,2,Cerastium arvense,Native,26
6/2/2021,153,5,2,3,Cerastium arvense,Native,18
6/2/2021,153,5,2,1,Claytonia lanceolata,Native,7
6/2/2021,153,5,2,3,Claytonia lanceolata,Native,1
6/2/2021,153,5,2,1,Collinsia parviflora,Native,395
6/2/2021,153,5,2,2,Collinsia parviflora,Native,331
6/2/2021,153,5,2,3,Collinsia parviflora,Native,72
6/2/2021,153,5,2,1,Cryptantha ambigua,Native,426
6/2/2021,153,5,2,2,Cryptantha ambigua,Native,325
6/2/2021,153,5,2,3,Cryptantha ambigua,Native,56
6/2/2021,153,5,2,1,Delphinium nuttallianum,Native,24
6/2/2021,153,5,2,2,Delphinium nuttallianum,Native,14
6/2/2021,153,5,2,3,Delphinium nuttallianum,Native,12
6/2/2021,153,5,2,2,Draba aurea,Native,2
6/2/2021,153,5,2,1,Harbouria trachypleura,Native,2
6/2/2021,153,5,2,2,Leucocrinum montanum,Native,4
6/2/2021,153,5,2,2,Mertensia lanceolata,Native,4
6/2/2021,153,5,2,3,Mertensia lanceolata,Native,2
6/2/2021,153,5,2,1,Packera fendleri,Native,2
6/2/2021,153,5,2,2,Packera fendleri,Native,3
6/2/2021,153,5,2,1,Ribes cereum,Native,26
6/2/2021,153,5,2,1,Taraxacum officinale,Introduced,6
6/2/2021,153,5,2,2,Taraxacum officinale,Introduced,2
6/2/2021,153,5,2,3,Taraxacum officinale,Introduced,5
6/20/2021,171,5,3,1,Achillea millefolium ,Native,2
6/20/2021,171,5,3,1,Agoseris glauca,Native,2
6/20/2021,171,5,3,2,Agoseris glauca,Native,6
6/20/2021,171,5,3,3,Astragalus flexuosus,Native,80
6/20/2021,171,5,3,2,Astragalus flexuosus,Native,133
6/20/2021,171,5,3,1,Camelina microcarpa,Introduced,115
6/20/2021,171,5,3,3,Camelina microcarpa,Introduced,5
6/20/2021,171,5,3,2,Camelina microcarpa,Introduced,26
6/20/2021,171,5,3,1,Cerastium arvense,Native,12
6/20/2021,171,5,3,3,Cerastium arvense,Native,5
6/20/2021,171,5,3,2,Cerastium arvense,Native,15
6/20/2021,171,5,3,1,Cryptantha ambigua,Native,45
6/20/2021,171,5,3,1,Delphinium nuttallianum,Native,53
6/20/2021,171,5,3,3,Delphinium nuttallianum,Native,12
6/20/2021,171,5,3,2,Delphinium nuttallianum,Native,12
6/20/2021,171,5,3,1,Lupinus argenteus,Native,22
6/20/2021,171,5,3,3,Lupinus argenteus,Native,20
6/20/2021,171,5,3,2,Lupinus argenteus,Native,3
6/20/2021,171,5,3,3,Mertensia lanceolata,Native,5
6/20/2021,171,5,3,2,Mertensia lanceolata,Native,3
6/20/2021,171,5,3,2,Oxytropis lambertii,Native,8
6/20/2021,171,5,3,1,Senecio integerrimus,Native,16
6/20/2021,171,5,3,3,Senecio integerrimus,Native,2
6/20/2021,171,5,3,1,Toxicoscordion venenosum,Native,10
6/20/2021,171,5,3,3,Toxicoscordion venenosum,Native,15
6/20/2021,171,5,3,2,Toxicoscordion venenosum,Native,42
6/20/2021,171,5,3,1,Tragopogon dubius,Introduced,3
6/30/2021,181,5,4,3,Achillea millefolium ,Native,2
6/30/2021,181,5,4,3,Astragalus flexuosus,Native,71
6/30/2021,181,5,4,2,Astragalus flexuosus,Native,221
6/30/2021,181,5,4,1,Camelina microcarpa,Introduced,34
6/30/2021,181,5,4,3,Camelina microcarpa,Introduced,12
6/30/2021,181,5,4,2,Camelina microcarpa,Introduced,5
6/30/2021,181,5,4,2,Cerastium arvense,Native,11
6/30/2021,181,5,4,1,Erigeron flagellaris,Native,2
6/30/2021,181,5,4,3,Eriogonum umbellatum,Native,20
6/30/2021,181,5,4,1,Lupinus argenteus,Native,12
6/30/2021,181,5,4,3,Lupinus argenteus,Native,17
6/30/2021,181,5,4,3,Oxytropis lambertii,Native,5
6/30/2021,181,5,4,2,Oxytropis lambertii,Native,27
6/30/2021,181,5,4,1,Tragopogon dubius,Introduced,3
6/30/2021,181,5,4,2,Tragopogon dubius,Introduced,1
7/13/2021,194,5,5,1,Achillea millefolium ,Native,21
7/13/2021,194,5,5,2,Achillea millefolium ,Native,4
7/13/2021,194,5,5,3,Achillea millefolium ,Native,9
7/13/2021,194,5,5,2,Astragalus flexuosus,Native,87
7/13/2021,194,5,5,3,Astragalus flexuosus,Native,67
7/13/2021,194,5,5,1,Calochortus gunnisonii,Native,2
7/13/2021,194,5,5,2,Calochortus gunnisonii,Native,5
7/13/2021,194,5,5,1,Camelina microcarpa,Introduced,10
7/13/2021,194,5,5,3,Camelina microcarpa,Introduced,10
7/13/2021,194,5,5,1,Campanula rotundifolia,Native,28
7/13/2021,194,5,5,3,Eriogonum umbellatum,Native,47
7/13/2021,194,5,5,1,Gaillardia aristata,Native,3
7/13/2021,194,5,5,1,Geranium caespitosum,Native,20
7/13/2021,194,5,5,3,Geranium caespitosum,Native,2
7/13/2021,194,5,5,3,Grindelia squarrosa,Native,3
7/13/2021,194,5,5,2,Heterotheca villosa,Native,62
7/13/2021,194,5,5,3,Heterotheca villosa,Native,30
7/13/2021,194,5,5,1,Lupinus argenteus,Native,26
7/13/2021,194,5,5,2,Lupinus argenteus,Native,20
7/13/2021,194,5,5,3,Lupinus argenteus,Native,31
7/13/2021,194,5,5,1,Monarda fistulosa,Native,30
7/13/2021,194,5,5,2,Monarda fistulosa,Native,58
7/13/2021,194,5,5,2,Oxytropis lambertii,Native,15
7/13/2021,194,5,5,1,Tragopogon dubius,Introduced,1
7/28/2021,209,5,6,1,Achillea millefolium ,Native,51
7/28/2021,209,5,6,3,Achillea millefolium ,Native,10
7/28/2021,209,5,6,2,Achillea millefolium ,Native,21
7/28/2021,209,5,6,2,Allium cernuum,Native,25
7/28/2021,209,5,6,3,Astragalus flexuosus,Native,37
7/28/2021,209,5,6,2,Astragalus flexuosus,Native,10
7/28/2021,209,5,6,2,Calochortus gunnisonii,Native,5
7/28/2021,209,5,6,1,Campanula rotundifolia,Native,10
7/28/2021,209,5,6,2,Campanula rotundifolia,Native,1
7/28/2021,209,5,6,1,Geranium caespitosum,Native,20
7/28/2021,209,5,6,3,Heterotheca villosa,Native,271
7/28/2021,209,5,6,2,Heterotheca villosa,Native,297
7/28/2021,209,5,6,1,Lactuca serriola,Introduced,8
7/28/2021,209,5,6,3,Lactuca serriola,Introduced,2
7/28/2021,209,5,6,1,Lupinus argenteus,Native,51
7/28/2021,209,5,6,3,Lupinus argenteus,Native,48
7/28/2021,209,5,6,2,Lupinus argenteus,Native,31
7/28/2021,209,5,6,1,Monarda fistulosa,Native,92
7/28/2021,209,5,6,2,Monarda fistulosa,Native,25
7/28/2021,209,5,6,1,Tragopogon dubius,Introduced,3
7/28/2021,209,5,6,3,Tragopogon dubius,Introduced,1
7/28/2021,209,5,6,1,Verbascum thapsus,Introduced,52
7/28/2021,209,5,6,3,Verbascum thapsus,Introduced,15
8/11/2021,223,5,7,1,Achillea millefolium ,Native,61
8/11/2021,223,5,7,3,Achillea millefolium ,Native,24
8/11/2021,223,5,7,2,Achillea millefolium ,Native,15
8/11/2021,223,5,7,3,Allium cernuum,Native,23
8/11/2021,223,5,7,2,Allium cernuum,Native,40
8/11/2021,223,5,7,1,Artemisia frigida,Native,15
8/11/2021,223,5,7,2,Artemisia frigida,Native,20
8/11/2021,223,5,7,2,Campanula rotundifolia,Native,17
8/11/2021,223,5,7,3,Eriogonum umbellatum,Native,10
8/11/2021,223,5,7,1,Geranium caespitosum,Native,21
8/11/2021,223,5,7,3,Geranium caespitosum,Native,16
8/11/2021,223,5,7,3,Heterotheca villosa,Native,173
8/11/2021,223,5,7,2,Heterotheca villosa,Native,285
8/11/2021,223,5,7,3,Lactuca serriola,Introduced,2
8/11/2021,223,5,7,1,Lupinus argenteus,Native,15
8/11/2021,223,5,7,3,Lupinus argenteus,Native,57
8/11/2021,223,5,7,1,Monarda fistulosa,Native,22
8/11/2021,223,5,7,2,Monarda fistulosa,Native,2
8/11/2021,223,5,7,1,Verbascum thapsus,Introduced,23
8/11/2021,223,5,7,3,Verbascum thapsus,Introduced,15
8/21/2021,233,5,8,1,Achillea millefolium ,Native,30
8/21/2021,233,5,8,2,Achillea millefolium ,Native,15
8/21/2021,233,5,8,3,Agoseris glauca,Native,2
8/21/2021,233,5,8,3,Allium cernuum,Native,15
8/21/2021,233,5,8,1,Artemisia frigida,Native,62
8/21/2021,233,5,8,3,Artemisia frigida,Native,36
8/21/2021,233,5,8,1,Geranium caespitosum,Native,22
8/21/2021,233,5,8,3,Grindelia squarrosa,Native,6
8/21/2021,233,5,8,2,Heterotheca villosa,Native,80
8/21/2021,233,5,8,3,Heterotheca villosa,Native,25
8/21/2021,233,5,8,1,Lactuca serriola,Introduced,10
8/21/2021,233,5,8,3,Lactuca serriola,Introduced,5
8/21/2021,233,5,8,1,Lupinus argenteus,Native,5
8/21/2021,233,5,8,2,Lupinus argenteus,Native,20
8/21/2021,233,5,8,3,Lupinus argenteus,Native,2
8/21/2021,233,5,8,1,Monarda fistulosa,Native,2
8/21/2021,233,5,8,1,Polygonum douglasii,Native,20
8/21/2021,233,5,8,2,Polygonum douglasii,Native,182
8/21/2021,233,5,8,3,Polygonum douglasii,Native,20
8/21/2021,233,5,8,2,Symphyotrichum porteri,Native,10
8/21/2021,233,5,8,1,Tragopogon dubius,Introduced,1
8/21/2021,233,5,8,1,Verbascum thapsus,Introduced,20
8/21/2021,233,5,8,2,Verbascum thapsus,Introduced,2
8/21/2021,233,5,8,3,Verbascum thapsus,Introduced,3
9/12/2021,255,5,9,1,Achillea millefolium ,Native,2
9/12/2021,255,5,9,3,Achillea millefolium ,Native,2
9/12/2021,255,5,9,2,Achillea millefolium ,Native,1
9/12/2021,255,5,9,3,Artemisia frigida,Native,10
9/12/2021,255,5,9,2,Artemisia frigida,Native,5
9/12/2021,255,5,9,3,Campanula rotundifolia,Native,1
9/12/2021,255,5,9,3,Heterotheca villosa,Native,3
9/12/2021,255,5,9,2,Heterotheca villosa,Native,2
9/12/2021,255,5,9,1,Lactuca serriola,Introduced,10
9/12/2021,255,5,9,3,Lactuca serriola,Introduced,4
9/12/2021,255,5,9,3,Symphyotrichum ericoides,Native,25
9/12/2021,255,5,9,1,Verbascum thapsus,Introduced,5
5/17/2021,137,6,0,1,None,NA,0
5/17/2021,137,6,0,2,None,NA,0
5/17/2021,137,6,0,3,None,NA,0
5/23/2021,143,6,1,1,Achillea millefolium ,Native,1
5/23/2021,143,6,1,3,Achillea millefolium ,Native,3
5/23/2021,143,6,1,1,Ranunculus glaberrimus,Native,76
5/23/2021,143,6,1,2,Ranunculus glaberrimus,Native,9
5/23/2021,143,6,1,3,Ranunculus glaberrimus,Native,8
5/23/2021,143,6,1,1,Saxifraga rhomboidea,Native,3
5/23/2021,143,6,1,2,Saxifraga rhomboidea,Native,11
6/2/2021,153,6,2,1,Achillea millefolium ,Native,7
6/2/2021,153,6,2,3,Achillea millefolium ,Native,2
6/2/2021,153,6,2,1,Cerastium arvense,Native,16
6/2/2021,153,6,2,2,Cerastium arvense,Native,29
6/2/2021,153,6,2,3,Cerastium arvense,Native,3
6/2/2021,153,6,2,1,Claytonia lanceolata,Native,1
6/2/2021,153,6,2,2,Claytonia lanceolata,Native,2
6/2/2021,153,6,2,1,Collinsia parviflora,Native,26
6/2/2021,153,6,2,1,Delphinium nuttallianum,Native,1
6/2/2021,153,6,2,1,Draba aurea,Native,2
6/2/2021,153,6,2,1,Harbouria trachypleura,Native,1
6/2/2021,153,6,2,1,Mertensia lanceolata,Native,7
6/2/2021,153,6,2,2,Mertensia lanceolata,Native,2
6/2/2021,153,6,2,3,Mertensia lanceolata,Native,12
6/2/2021,153,6,2,1,Saxifraga rhomboidea,Native,8
6/2/2021,153,6,2,2,Saxifraga rhomboidea,Native,9
6/2/2021,153,6,2,1,Taraxacum officinale,Introduced,2
6/2/2021,153,6,2,2,Taraxacum officinale,Introduced,11
6/2/2021,153,6,2,3,Taraxacum officinale,Introduced,5
6/2/2021,153,6,2,2,Arabis glabra,Introduced,5
6/20/2021,171,6,3,1,Allium geyeri,Native,10
6/20/2021,171,6,3,2,Allium geyeri,Native,14
6/20/2021,171,6,3,1,Arnica fulgens,Native,147
6/20/2021,171,6,3,2,Arnica fulgens,Native,145
6/20/2021,171,6,3,3,Arnica fulgens,Native,178
6/20/2021,171,6,3,1,Astragalus flexuosus,Native,22
6/20/2021,171,6,3,3,Camelina microcarpa,Introduced,7
6/20/2021,171,6,3,1,Cerastium arvense,Native,117
6/20/2021,171,6,3,2,Cerastium arvense,Native,142
6/20/2021,171,6,3,3,Cerastium arvense,Native,242
6/20/2021,171,6,3,2,Delphinium nuttallianum,Native,4
6/20/2021,171,6,3,1,Erigeron divergens,Native,5
6/20/2021,171,6,3,3,Erigeron divergens,Native,12
6/20/2021,171,6,3,2,Eriogonum umbellatum,Native,2
6/20/2021,171,6,3,1,Harbouria trachypleura,Native,18
6/20/2021,171,6,3,1,Lupinus argenteus,Native,7
6/20/2021,171,6,3,1,Mertensia lanceolata,Native,67
6/20/2021,171,6,3,2,Mertensia lanceolata,Native,15
6/20/2021,171,6,3,3,Potentilla fissa,Native,10
6/20/2021,171,6,3,2,Senecio integerrimus,Native,7
6/20/2021,171,6,3,3,Thermopsis montana,Native,8
6/20/2021,171,6,3,2,Thlaspi arvense,Introduced,8
6/20/2021,171,6,3,1,Toxicoscordion venenosum,Native,4
6/20/2021,171,6,3,2,Arabis glabra,Introduced,2
7/1/2021,182,6,4,1,Achillea millefolium ,Native,11
7/1/2021,182,6,4,2,Achillea millefolium ,Native,1
7/1/2021,182,6,4,1,Allium geyeri,Native,7
7/1/2021,182,6,4,2,Allium geyeri,Native,15
7/1/2021,182,6,4,3,Allium geyeri,Native,3
7/1/2021,182,6,4,2,Arnica fulgens,Native,2
7/1/2021,182,6,4,3,Arnica fulgens,Native,3
7/1/2021,182,6,4,1,Astragalus flexuosus,Native,65
7/1/2021,182,6,4,1,Campanula rotundifolia,Native,2
7/1/2021,182,6,4,1,Cerastium arvense,Native,15
7/1/2021,182,6,4,2,Cerastium arvense,Native,27
7/1/2021,182,6,4,3,Cerastium arvense,Native,35
7/1/2021,182,6,4,1,Erigeron flagellaris,Native,5
7/1/2021,182,6,4,3,Erigeron flagellaris,Native,29
7/1/2021,182,6,4,1,Eriogonum umbellatum,Native,46
7/1/2021,182,6,4,2,Eriogonum umbellatum,Native,10
7/1/2021,182,6,4,3,Eriogonum umbellatum,Native,10
7/1/2021,182,6,4,1,Geranium caespitosum,Native,1
7/1/2021,182,6,4,2,Geranium caespitosum,Native,1
7/1/2021,182,6,4,3,Geranium caespitosum,Native,1
7/1/2021,182,6,4,3,Lappula occidentalis,Native,16
7/1/2021,182,6,4,1,Lupinus argenteus,Native,10
7/1/2021,182,6,4,1,Mertensia lanceolata,Native,17
7/1/2021,182,6,4,2,Mertensia lanceolata,Native,10
7/1/2021,182,6,4,3,Potentilla fissa,Native,5
7/1/2021,182,6,4,2,Potentilla hippiana,Native,2
7/1/2021,182,6,4,3,Potentilla hippiana,Native,5
7/1/2021,182,6,4,2,Tragopogon dubius,Introduced,8
7/1/2021,182,6,4,3,Tragopogon dubius,Introduced,15
7/13/2021,194,6,5,1,Achillea millefolium ,Native,34
7/13/2021,194,6,5,2,Achillea millefolium ,Native,5
7/13/2021,194,6,5,3,Achillea millefolium ,Native,32
7/13/2021,194,6,5,1,Astragalus flexuosus,Native,28
7/13/2021,194,6,5,1,Calochortus gunnisonii,Native,3
7/13/2021,194,6,5,2,Calochortus gunnisonii,Native,4
7/13/2021,194,6,5,3,Camelina microcarpa,Introduced,3
7/13/2021,194,6,5,1,Campanula rotundifolia,Native,156
7/13/2021,194,6,5,2,Campanula rotundifolia,Native,45
7/13/2021,194,6,5,3,Campanula rotundifolia,Native,104
7/13/2021,194,6,5,1,Erigeron flagellaris,Native,1
7/13/2021,194,6,5,3,Erigeron flagellaris,Native,6
7/13/2021,194,6,5,1,Eriogonum umbellatum,Native,478
7/13/2021,194,6,5,2,Eriogonum umbellatum,Native,213
7/13/2021,194,6,5,3,Eriogonum umbellatum,Native,65
7/13/2021,194,6,5,2,Gaillardia aristata,Native,1
7/13/2021,194,6,5,1,Geranium caespitosum,Native,1
7/13/2021,194,6,5,3,Geranium caespitosum,Native,10
7/13/2021,194,6,5,1,Grindelia squarrosa,Native,1
7/13/2021,194,6,5,1,Heterotheca villosa,Native,18
7/13/2021,194,6,5,2,Lappula occidentalis,Native,35
7/13/2021,194,6,5,1,Lupinus argenteus,Native,13
7/13/2021,194,6,5,3,Monarda fistulosa,Native,13
7/13/2021,194,6,5,1,Oxytropis lambertii,Native,37
7/13/2021,194,6,5,2,Potentilla gracilis,Native,5
7/13/2021,194,6,5,3,Potentilla gracilis,Native,4
7/13/2021,194,6,5,1,Potentilla hippiana,Native,117
7/13/2021,194,6,5,2,Thlaspi arvense,Introduced,38
7/13/2021,194,6,5,2,Tragopogon dubius,Introduced,3
7/28/2021,209,6,6,1,Achillea millefolium ,Native,26
7/28/2021,209,6,6,2,Achillea millefolium ,Native,4
7/28/2021,209,6,6,3,Achillea millefolium ,Native,31
7/28/2021,209,6,6,1,Allium cernuum,Native,31
7/28/2021,209,6,6,3,Artemisia ludoviciana,Native,50
7/28/2021,209,6,6,1,Astragalus flexuosus,Native,10
7/28/2021,209,6,6,1,Calochortus gunnisonii,Native,8
7/28/2021,209,6,6,2,Calochortus gunnisonii,Native,3
7/28/2021,209,6,6,3,Calochortus gunnisonii,Native,1
7/28/2021,209,6,6,1,Campanula rotundifolia,Native,112
7/28/2021,209,6,6,2,Campanula rotundifolia,Native,32
7/28/2021,209,6,6,3,Campanula rotundifolia,Native,76
7/28/2021,209,6,6,2,Carduus nutans,Introduced,1
7/28/2021,209,6,6,3,Erigeron speciosus,Native,58
7/28/2021,209,6,6,1,Eriogonum umbellatum,Native,156
7/28/2021,209,6,6,2,Eriogonum umbellatum,Native,128
7/28/2021,209,6,6,3,Eriogonum umbellatum,Native,46
7/28/2021,209,6,6,1,Gaillardia aristata,Native,1
7/28/2021,209,6,6,1,Geranium caespitosum,Native,9
7/28/2021,209,6,6,1,Grindelia squarrosa,Native,2
7/28/2021,209,6,6,3,Grindelia squarrosa,Native,4
7/28/2021,209,6,6,1,Heterotheca villosa,Native,128
7/28/2021,209,6,6,1,Lupinus argenteus,Native,50
7/28/2021,209,6,6,2,Monarda fistulosa,Native,3
7/28/2021,209,6,6,3,Monarda fistulosa,Native,25
7/28/2021,209,6,6,1,Oxytropis lambertii,Native,3
7/28/2021,209,6,6,3,Potentilla gracilis,Native,1
7/28/2021,209,6,6,1,Potentilla hippiana,Native,92
7/28/2021,209,6,6,2,Potentilla hippiana,Native,37
7/28/2021,209,6,6,3,Solidago multiradiata,Native,35
7/28/2021,209,6,6,2,Symphyotrichum porteri,Native,3
8/11/2021,223,6,7,1,Achillea millefolium ,Native,33
8/11/2021,223,6,7,3,Achillea millefolium ,Native,42
8/11/2021,223,6,7,2,Achillea millefolium ,Native,16
8/11/2021,223,6,7,2,Agoseris aurantiaca,Native,2
8/11/2021,223,6,7,1,Allium cernuum,Native,27
8/11/2021,223,6,7,2,Allium cernuum,Native,22
8/11/2021,223,6,7,1,Artemisia frigida,Native,68
8/11/2021,223,6,7,2,Artemisia frigida,Native,15
8/11/2021,223,6,7,3,Artemisia ludoviciana,Native,46
8/11/2021,223,6,7,1,Campanula rotundifolia,Native,210
8/11/2021,223,6,7,3,Campanula rotundifolia,Native,36
8/11/2021,223,6,7,2,Campanula rotundifolia,Native,23
8/11/2021,223,6,7,1,Carduus nutans,Introduced,1
8/11/2021,223,6,7,3,Carduus nutans,Introduced,1
8/11/2021,223,6,7,3,Erigeron speciosus,Native,47
8/11/2021,223,6,7,1,Eriogonum umbellatum,Native,56
8/11/2021,223,6,7,3,Eriogonum umbellatum,Native,20
8/11/2021,223,6,7,2,Eriogonum umbellatum,Native,136
8/11/2021,223,6,7,3,Gaillardia aristata,Native,1
8/11/2021,223,6,7,1,Geranium caespitosum,Native,5
8/11/2021,223,6,7,3,Geranium caespitosum,Native,14
8/11/2021,223,6,7,1,Grindelia squarrosa,Native,3
8/11/2021,223,6,7,3,Grindelia squarrosa,Native,19
8/11/2021,223,6,7,2,Grindelia squarrosa,Native,23
8/11/2021,223,6,7,1,Heterotheca villosa,Native,202
8/11/2021,223,6,7,1,Lupinus argenteus,Native,22
8/11/2021,223,6,7,3,Monarda fistulosa,Native,6
8/11/2021,223,6,7,1,Orthocarpus luteus,Native,16
8/11/2021,223,6,7,2,Polygonum douglasii,Native,53
8/11/2021,223,6,7,1,Potentilla hippiana,Native,26
8/11/2021,223,6,7,1,Solidago multiradiata,Native,15
8/11/2021,223,6,7,3,Solidago multiradiata,Native,12
8/11/2021,223,6,7,1,Symphyotrichum porteri,Native,26
8/11/2021,223,6,7,3,Symphyotrichum porteri,Native,31
8/11/2021,223,6,7,2,Symphyotrichum porteri,Native,32
8/11/2021,223,6,7,2,Tragopogon dubius,Introduced,1
8/21/2021,233,6,8,1,Achillea millefolium ,Native,10
8/21/2021,233,6,8,3,Achillea millefolium ,Native,20
8/21/2021,233,6,8,2,Achillea millefolium ,Native,8
8/21/2021,233,6,8,1,Artemisia frigida,Native,81
8/21/2021,233,6,8,3,Artemisia frigida,Native,87
8/21/2021,233,6,8,2,Artemisia frigida,Native,120
8/21/2021,233,6,8,3,Artemisia ludoviciana,Native,40
8/21/2021,233,6,8,3,Artemisia tridentata,Native,92
8/21/2021,233,6,8,1,Campanula rotundifolia,Native,42
8/21/2021,233,6,8,3,Campanula rotundifolia,Native,14
8/21/2021,233,6,8,2,Campanula rotundifolia,Native,22
8/21/2021,233,6,8,3,Carduus nutans,Introduced,1
8/21/2021,233,6,8,2,Carduus nutans,Introduced,2
8/21/2021,233,6,8,3,Erigeron speciosus,Native,2
8/21/2021,233,6,8,1,Eriogonum umbellatum,Native,42
