Date ,Day,Site,Sample,Transect,Species,Status,Count
8/21/2021,233,6,8,3,Eriogonum umbellatum,Native,10
8/21/2021,233,6,8,2,Eriogonum umbellatum,Native,15
8/21/2021,233,6,8,1,Geranium caespitosum,Native,4
8/21/2021,233,6,8,3,Geranium caespitosum,Native,3
8/21/2021,233,6,8,2,Geranium caespitosum,Native,3
8/21/2021,233,6,8,3,Grindelia squarrosa,Native,4
8/21/2021,233,6,8,2,Grindelia squarrosa,Native,20
8/21/2021,233,6,8,1,Heterotheca villosa,Native,173
8/21/2021,233,6,8,1,Lupinus argenteus,Native,20
8/21/2021,233,6,8,3,Orthocarpus luteus,Native,5
8/21/2021,233,6,8,2,Polygonum douglasii,Native,87
8/21/2021,233,6,8,3,Solidago multiradiata,Native,3
8/21/2021,233,6,8,1,Symphyotrichum porteri,Native,128
8/21/2021,233,6,8,3,Symphyotrichum porteri,Native,15
8/21/2021,233,6,8,2,Symphyotrichum porteri,Native,28
9/12/2021,255,6,9,1,Campanula rotundifolia,Native,14
9/12/2021,255,6,9,2,Campanula rotundifolia,Native,1
9/12/2021,255,6,9,3,Campanula rotundifolia,Native,4
9/12/2021,255,6,9,1,Carduus nutans,Introduced,1
9/12/2021,255,6,9,3,Carduus nutans,Introduced,2
9/12/2021,255,6,9,3,Geranium caespitosum,Native,2
9/12/2021,255,6,9,2,Grindelia squarrosa,Native,1
9/12/2021,255,6,9,1,Heterotheca villosa,Native,1
9/12/2021,255,6,9,1,Symphyotrichum ericoides,Native,10
9/12/2021,255,6,9,3,Symphyotrichum ericoides,Native,2
5/17/2021,137,7,0,1,None,NA,0
5/17/2021,137,7,0,2,None,NA,0
5/17/2021,137,7,0,3,None,NA,0
5/21/2021,141,7,1,1,Achillea millefolium ,Native,5
5/21/2021,141,7,1,2,Achillea millefolium ,Native,4
5/21/2021,141,7,1,3,Achillea millefolium ,Native,4
5/21/2021,141,7,1,1,Cerastium arvense,Native,1
5/21/2021,141,7,1,2,Cerastium arvense,Native,3
5/21/2021,141,7,1,3,Cerastium arvense,Native,9
5/21/2021,141,7,1,2,Claytonia lanceolata,Native,1
5/21/2021,141,7,1,3,Collinsia parviflora,Native,5
5/21/2021,141,7,1,3,Draba aurea,Native,5
5/21/2021,141,7,1,1,Leucocrinum montanum,Native,4
5/21/2021,141,7,1,2,Mertensia lanceolata,Native,3
5/21/2021,141,7,1,2,Taraxacum officinale,Introduced,6
6/2/2021,153,7,2,3,Achillea millefolium ,Native,10
6/2/2021,153,7,2,1,Achillea millefolium ,Native,2
6/2/2021,153,7,2,2,Achillea millefolium ,Native,6
6/2/2021,153,7,2,3,Camelina microcarpa,Introduced,22
6/2/2021,153,7,2,1,Camelina microcarpa,Introduced,6
6/2/2021,153,7,2,2,Camelina microcarpa,Introduced,7
6/2/2021,153,7,2,3,Cerastium arvense,Native,192
6/2/2021,153,7,2,1,Cerastium arvense,Native,86
6/2/2021,153,7,2,2,Cerastium arvense,Native,95
6/2/2021,153,7,2,2,Cryptantha ambigua,Native,20
6/2/2021,153,7,2,3,Delphinium nuttallianum,Native,3
6/2/2021,153,7,2,1,Delphinium nuttallianum,Native,5
6/2/2021,153,7,2,2,Delphinium nuttallianum,Native,3
6/2/2021,153,7,2,3,Lappula occidentalis,Native,26
6/2/2021,153,7,2,1,Lappula occidentalis,Native,16
6/2/2021,153,7,2,1,Lesquerella montana,Native,1
6/2/2021,153,7,2,3,Leucocrinum montanum,Native,55
6/2/2021,153,7,2,1,Leucocrinum montanum,Native,35
6/2/2021,153,7,2,2,Leucocrinum montanum,Native,11
6/2/2021,153,7,2,3,Mertensia lanceolata,Native,20
6/2/2021,153,7,2,1,Mertensia lanceolata,Native,30
6/2/2021,153,7,2,2,Mertensia lanceolata,Native,26
6/2/2021,153,7,2,1,Taraxacum officinale,Introduced,1
6/2/2021,153,7,2,2,Taraxacum officinale,Introduced,2
6/18/2021,169,7,3,3,Astragalus flexuosus,Native,11
6/18/2021,169,7,3,1,Astragalus flexuosus,Native,7
6/18/2021,169,7,3,2,Astragalus flexuosus,Native,110
6/18/2021,169,7,3,3,Camelina microcarpa,Introduced,3
6/18/2021,169,7,3,3,Cerastium arvense,Native,60
6/18/2021,169,7,3,1,Cerastium arvense,Native,9
6/18/2021,169,7,3,2,Cerastium arvense,Native,29
6/18/2021,169,7,3,3,Eriogonum umbellatum,Native,21
6/18/2021,169,7,3,1,Eriogonum umbellatum,Native,55
6/18/2021,169,7,3,2,Eriogonum umbellatum,Native,12
6/18/2021,169,7,3,3,Geranium caespitosum,Native,1
6/18/2021,169,7,3,1,Geranium caespitosum,Native,3
6/18/2021,169,7,3,3,Lappula occidentalis,Native,24
6/18/2021,169,7,3,1,Lappula occidentalis,Native,54
6/18/2021,169,7,3,3,Lupinus argenteus,Native,2
6/18/2021,169,7,3,1,Mertensia lanceolata,Native,3
6/18/2021,169,7,3,2,Mertensia lanceolata,Native,13
6/18/2021,169,7,3,3,Oxytropis lambertii,Native,12
6/18/2021,169,7,3,1,Oxytropis lambertii,Native,43
6/18/2021,169,7,3,2,Oxytropis lambertii,Native,29
6/18/2021,169,7,3,3,Penstemon virens,Native,22
6/30/2021,181,7,4,3,Astragalus flexuosus,Native,60
6/30/2021,181,7,4,1,Astragalus flexuosus,Native,55
6/30/2021,181,7,4,2,Astragalus flexuosus,Native,132
6/30/2021,181,7,4,3,Cerastium arvense,Native,1
6/30/2021,181,7,4,1,Cerastium arvense,Native,1
6/30/2021,181,7,4,3,Eriogonum umbellatum,Native,240
6/30/2021,181,7,4,1,Eriogonum umbellatum,Native,184
6/30/2021,181,7,4,2,Eriogonum umbellatum,Native,163
6/30/2021,181,7,4,3,Geranium caespitosum,Native,6
6/30/2021,181,7,4,1,Geranium caespitosum,Native,6
6/30/2021,181,7,4,2,Geranium caespitosum,Native,3
6/30/2021,181,7,4,3,Lappula occidentalis,Native,3
6/30/2021,181,7,4,1,Lappula occidentalis,Native,7
6/30/2021,181,7,4,2,Lupinus argenteus,Native,10
6/30/2021,181,7,4,3,Oxytropis lambertii,Native,36
6/30/2021,181,7,4,1,Oxytropis lambertii,Native,76
6/30/2021,181,7,4,2,Oxytropis lambertii,Native,32
6/30/2021,181,7,4,3,Tragopogon dubius,Introduced,1
6/30/2021,181,7,4,2,Tragopogon dubius,Introduced,1
7/14/2021,195,7,5,3,Astragalus flexuosus,Native,154
7/14/2021,195,7,5,2,Astragalus flexuosus,Native,155
7/14/2021,195,7,5,1,Astragalus flexuosus,Native,25
7/14/2021,195,7,5,3,Calochortus gunnisonii,Native,15
7/14/2021,195,7,5,2,Calochortus gunnisonii,Native,8
7/14/2021,195,7,5,1,Calochortus gunnisonii,Native,22
7/14/2021,195,7,5,3,Cerastium arvense,Native,1
7/14/2021,195,7,5,3,Eriogonum umbellatum,Native,290
7/14/2021,195,7,5,2,Eriogonum umbellatum,Native,105
7/14/2021,195,7,5,1,Eriogonum umbellatum,Native,215
7/14/2021,195,7,5,3,Geranium caespitosum,Native,39
7/14/2021,195,7,5,2,Geranium caespitosum,Native,19
7/14/2021,195,7,5,1,Geranium caespitosum,Native,43
7/14/2021,195,7,5,3,Heterotheca villosa,Native,30
7/14/2021,195,7,5,2,Heterotheca villosa,Native,153
7/14/2021,195,7,5,1,Heterotheca villosa,Native,123
7/14/2021,195,7,5,3,Lappula occidentalis,Native,22
7/14/2021,195,7,5,3,Lupinus argenteus,Native,25
7/14/2021,195,7,5,2,Oxytropis lambertii,Native,10
7/14/2021,195,7,5,1,Tragopogon dubius,Introduced,1
7/29/2021,210,7,6,1,Allium cernuum,Native,10
7/29/2021,210,7,6,3,Astragalus flexuosus,Native,5
7/29/2021,210,7,6,2,Calochortus gunnisonii,Native,2
7/29/2021,210,7,6,3,Camelina microcarpa,Introduced,4
7/29/2021,210,7,6,3,Eriogonum umbellatum,Native,81
7/29/2021,210,7,6,1,Eriogonum umbellatum,Native,73
7/29/2021,210,7,6,2,Eriogonum umbellatum,Native,97
7/29/2021,210,7,6,3,Geranium caespitosum,Native,23
7/29/2021,210,7,6,1,Geranium caespitosum,Native,56
7/29/2021,210,7,6,2,Geranium caespitosum,Native,23
7/29/2021,210,7,6,3,Heterotheca villosa,Native,350
7/29/2021,210,7,6,1,Heterotheca villosa,Native,362
7/29/2021,210,7,6,2,Heterotheca villosa,Native,410
7/29/2021,210,7,6,3,Lupinus argenteus,Native,15
7/29/2021,210,7,6,2,Lupinus argenteus,Native,18
8/11/2021,223,7,7,1,Allium cernuum,Native,32
8/11/2021,223,7,7,3,Artemisia frigida,Native,20
8/11/2021,223,7,7,2,Artemisia frigida,Native,35
8/11/2021,223,7,7,1,Artemisia frigida,Native,41
8/11/2021,223,7,7,3,Artemisia ludoviciana,Native,20
8/11/2021,223,7,7,3,Eriogonum umbellatum,Native,30
8/11/2021,223,7,7,2,Eriogonum umbellatum,Native,5
8/11/2021,223,7,7,1,Eriogonum umbellatum,Native,20
8/11/2021,223,7,7,3,Geranium caespitosum,Native,24
8/11/2021,223,7,7,2,Geranium caespitosum,Native,15
8/11/2021,223,7,7,1,Geranium caespitosum,Native,28
8/11/2021,223,7,7,3,Heterotheca villosa,Native,250
8/11/2021,223,7,7,2,Heterotheca villosa,Native,648
8/11/2021,223,7,7,1,Heterotheca villosa,Native,261
8/11/2021,223,7,7,2,Lupinus argenteus,Native,5
8/11/2021,223,7,7,2,Orthocarpus luteus,Native,10
8/11/2021,223,7,7,3,Symphyotrichum porteri,Native,23
8/21/2021,233,7,8,2,Achillea millefolium ,Native,1
8/21/2021,233,7,8,3,Artemisia frigida,Native,85
8/21/2021,233,7,8,2,Artemisia frigida,Native,62
8/21/2021,233,7,8,1,Artemisia frigida,Native,62
8/21/2021,233,7,8,2,Artemisia tridentata,Native,20
8/21/2021,233,7,8,1,Artemisia tridentata,Native,25
8/21/2021,233,7,8,1,Eriogonum umbellatum,Native,3
8/21/2021,233,7,8,3,Geranium caespitosum,Native,27
8/21/2021,233,7,8,2,Geranium caespitosum,Native,24
8/21/2021,233,7,8,1,Geranium caespitosum,Native,4
8/21/2021,233,7,8,3,Heterotheca villosa,Native,90
8/21/2021,233,7,8,2,Heterotheca villosa,Native,105
8/21/2021,233,7,8,1,Heterotheca villosa,Native,22
8/21/2021,233,7,8,2,Orthocarpus luteus,Native,2
8/21/2021,233,7,8,3,Symphyotrichum porteri,Native,12
8/21/2021,233,7,8,1,Symphyotrichum porteri,Native,7
9/12/2021,255,7,9,2,Artemisia frigida,Native,7
9/12/2021,255,7,9,2,Geranium caespitosum,Native,3
9/12/2021,255,7,9,3,Geranium caespitosum,Native,1
9/12/2021,255,7,9,1,None,NA,0
5/17/2021,137,8,0,1,None,NA,0
5/17/2021,137,8,0,2,None,NA,0
5/17/2021,137,8,0,3,None,NA,0
5/21/2021,141,8,1,2,Cerastium arvense,Native,2
5/21/2021,141,8,1,1,Claytonia lanceolata,Native,6
5/21/2021,141,8,1,2,Claytonia lanceolata,Native,5
5/21/2021,141,8,1,3,Claytonia lanceolata,Native,6
5/21/2021,141,8,1,2,Collinsia parviflora,Native,17
5/21/2021,141,8,1,3,Collinsia parviflora,Native,2
5/21/2021,141,8,1,2,Cryptantha ambigua,Native,65
5/21/2021,141,8,1,2,Draba aurea,Native,8
5/21/2021,141,8,1,1,Taraxacum officinale,Introduced,3
5/21/2021,141,8,1,2,Taraxacum officinale,Introduced,2
6/2/2021,153,8,2,1,Achillea millefolium ,Native,7
6/2/2021,153,8,2,3,Achillea millefolium ,Native,4
6/2/2021,153,8,2,2,Camelina microcarpa,Introduced,6
6/2/2021,153,8,2,1,Cerastium arvense,Native,79
6/2/2021,153,8,2,3,Cerastium arvense,Native,17
6/2/2021,153,8,2,2,Cerastium arvense,Native,162
6/2/2021,153,8,2,1,Collinsia parviflora,Native,12
6/2/2021,153,8,2,2,Collinsia parviflora,Native,56
6/2/2021,153,8,2,1,Cryptantha ambigua,Native,26
6/2/2021,153,8,2,2,Cryptantha ambigua,Native,253
6/2/2021,153,8,2,1,Delphinium nuttallianum,Native,4
6/2/2021,153,8,2,3,Delphinium nuttallianum,Native,2
6/2/2021,153,8,2,2,Delphinium nuttallianum,Native,11
6/2/2021,153,8,2,1,Harbouria trachypleura,Native,2
6/2/2021,153,8,2,2,Lappula occidentalis,Native,15
6/2/2021,153,8,2,1,Leucocrinum montanum,Native,7
6/2/2021,153,8,2,3,Leucocrinum montanum,Native,4
6/2/2021,153,8,2,2,Leucocrinum montanum,Native,7
6/2/2021,153,8,2,1,Mertensia lanceolata,Native,13
6/2/2021,153,8,2,3,Mertensia lanceolata,Native,9
6/2/2021,153,8,2,2,Mertensia lanceolata,Native,27
6/2/2021,153,8,2,2,Taraxacum officinale,Introduced,1
6/18/2021,169,8,3,1,Antennaria parvifolia,Native,2
6/18/2021,169,8,3,1,Astragalus flexuosus,Native,10
6/18/2021,169,8,3,2,Astragalus flexuosus,Native,28
6/18/2021,169,8,3,3,Astragalus flexuosus,Native,5
6/18/2021,169,8,3,1,Astragalus parryi,Native,5
6/18/2021,169,8,3,1,Camelina microcarpa,Introduced,12
6/18/2021,169,8,3,2,Camelina microcarpa,Introduced,24
6/18/2021,169,8,3,1,Cerastium arvense,Native,124
6/18/2021,169,8,3,2,Cerastium arvense,Native,166
6/18/2021,169,8,3,3,Cerastium arvense,Native,137
6/18/2021,169,8,3,2,Collomia linearis,Native,12
6/18/2021,169,8,3,1,Cryptantha ambigua,Native,10
6/18/2021,169,8,3,2,Cryptantha ambigua,Native,21
6/18/2021,169,8,3,1,Delphinium nuttallianum,Native,31
6/18/2021,169,8,3,2,Delphinium nuttallianum,Native,5
6/18/2021,169,8,3,3,Delphinium nuttallianum,Native,2
6/18/2021,169,8,3,1,Eriogonum umbellatum,Native,36
6/18/2021,169,8,3,2,Eriogonum umbellatum,Native,11
6/18/2021,169,8,3,3,Eriogonum umbellatum,Native,3
6/18/2021,169,8,3,3,Erysimum capitatum,Native,28
6/18/2021,169,8,3,2,Geranium caespitosum,Native,4
6/18/2021,169,8,3,2,Lappula occidentalis,Native,138
6/18/2021,169,8,3,1,Lupinus argenteus,Native,32
6/18/2021,169,8,3,2,Lupinus argenteus,Native,18
6/18/2021,169,8,3,3,Lupinus argenteus,Native,3
6/18/2021,169,8,3,1,Mertensia lanceolata,Native,2
6/18/2021,169,8,3,2,Mertensia lanceolata,Native,5
6/18/2021,169,8,3,3,Mertensia lanceolata,Native,10
6/18/2021,169,8,3,2,Oenothera coronopifolia,Native,12
6/18/2021,169,8,3,1,Oxytropis lambertii,Native,16
6/18/2021,169,8,3,3,Oxytropis lambertii,Native,10
6/18/2021,169,8,3,1,Potentilla fissa,Native,13
6/18/2021,169,8,3,2,Potentilla fissa,Native,3
6/18/2021,169,8,3,3,Potentilla fissa,Native,10
6/18/2021,169,8,3,2,Scutellaria brittonii,Native,10
6/18/2021,169,8,3,1,Senecio integerrimus,Native,8
6/18/2021,169,8,3,1,Toxicoscordion venenosum,Native,66
6/18/2021,169,8,3,3,Toxicoscordion venenosum,Native,12
6/18/2021,169,8,3,1,Tragopogon dubius,Introduced,1
6/18/2021,169,8,3,2,Tragopogon dubius,Introduced,5
6/30/2021,181,8,4,1,Astragalus flexuosus,Native,6
6/30/2021,181,8,4,2,Astragalus flexuosus,Native,5
6/30/2021,181,8,4,3,Astragalus flexuosus,Native,73
6/30/2021,181,8,4,3,Campanula rotundifolia,Native,2
6/30/2021,181,8,4,1,Cerastium arvense,Native,2
6/30/2021,181,8,4,2,Cerastium arvense,Native,19
6/30/2021,181,8,4,2,Collomia linearis,Native,10
6/30/2021,181,8,4,3,Erigeron flagellaris,Native,4
6/30/2021,181,8,4,1,Eriogonum umbellatum,Native,25
6/30/2021,181,8,4,2,Eriogonum umbellatum,Native,25
6/30/2021,181,8,4,3,Eriogonum umbellatum,Native,21
6/30/2021,181,8,4,2,Gaillardia aristata,Native,2
6/30/2021,181,8,4,1,Geranium caespitosum,Native,10
6/30/2021,181,8,4,2,Geranium caespitosum,Native,11
6/30/2021,181,8,4,3,Geranium caespitosum,Native,5
6/30/2021,181,8,4,2,Lappula occidentalis,Native,50
6/30/2021,181,8,4,1,Lupinus argenteus,Native,12
6/30/2021,181,8,4,2,Lupinus argenteus,Native,35
6/30/2021,181,8,4,3,Lupinus argenteus,Native,40
6/30/2021,181,8,4,3,Mertensia lanceolata,Native,1
6/30/2021,181,8,4,2,Oenothera coronopifolia,Native,60
6/30/2021,181,8,4,3,Oxytropis lambertii,Native,32
6/30/2021,181,8,4,1,Potentilla fissa,Native,24
6/30/2021,181,8,4,3,Potentilla fissa,Native,6
6/30/2021,181,8,4,2,Tragopogon dubius,Introduced,5
7/14/2021,195,8,5,1,Astragalus flexuosus,Native,20
7/14/2021,195,8,5,2,Astragalus flexuosus,Native,26
7/14/2021,195,8,5,3,Astragalus flexuosus,Native,81
7/14/2021,195,8,5,1,Calochortus gunnisonii,Native,3
7/14/2021,195,8,5,2,Calochortus gunnisonii,Native,12
7/14/2021,195,8,5,3,Calochortus gunnisonii,Native,10
7/14/2021,195,8,5,2,Camelina microcarpa,Introduced,5
7/14/2021,195,8,5,1,Campanula rotundifolia,Native,4
7/14/2021,195,8,5,3,Campanula rotundifolia,Native,42
7/14/2021,195,8,5,2,Ceanothus herbaceus,Native,12
7/14/2021,195,8,5,2,Cerastium arvense,Native,1
7/14/2021,195,8,5,3,Erigeron flagellaris,Native,1
7/14/2021,195,8,5,1,Eriogonum umbellatum,Native,112
7/14/2021,195,8,5,2,Eriogonum umbellatum,Native,72
7/14/2021,195,8,5,3,Eriogonum umbellatum,Native,15
7/14/2021,195,8,5,1,Gaillardia aristata,Native,5
7/14/2021,195,8,5,2,Gaillardia aristata,Native,3
7/14/2021,195,8,5,1,Geranium caespitosum,Native,16
7/14/2021,195,8,5,2,Geranium caespitosum,Native,4
7/14/2021,195,8,5,3,Geranium caespitosum,Native,12
7/14/2021,195,8,5,1,Heterotheca villosa,Native,54
7/14/2021,195,8,5,2,Heterotheca villosa,Native,144
7/14/2021,195,8,5,3,Heterotheca villosa,Native,33
7/14/2021,195,8,5,2,Lappula occidentalis,Native,21
7/14/2021,195,8,5,1,Lupinus argenteus,Native,22
7/14/2021,195,8,5,2,Lupinus argenteus,Native,23
7/14/2021,195,8,5,3,Lupinus argenteus,Native,30
7/14/2021,195,8,5,1,Monarda fistulosa,Native,39
7/14/2021,195,8,5,2,Oenothera coronopifolia,Native,3
7/14/2021,195,8,5,3,Potentilla hippiana,Native,11
7/14/2021,195,8,5,1,Tragopogon dubius,Introduced,2
7/14/2021,195,8,5,2,Tragopogon dubius,Introduced,4
7/29/2021,210,8,6,2,Achillea millefolium ,Native,3
7/29/2021,210,8,6,2,Allium cernuum,Native,16
7/29/2021,210,8,6,3,Astragalus flexuosus,Native,28
7/29/2021,210,8,6,1,Calochortus gunnisonii,Native,2
7/29/2021,210,8,6,3,Calochortus gunnisonii,Native,6
7/29/2021,210,8,6,2,Calochortus gunnisonii,Native,2
7/29/2021,210,8,6,3,Campanula rotundifolia,Native,16
7/29/2021,210,8,6,3,Eriogonum umbellatum,Native,13
7/29/2021,210,8,6,2,Eriogonum umbellatum,Native,65
7/29/2021,210,8,6,1,Gaillardia aristata,Native,1
7/29/2021,210,8,6,2,Gaillardia aristata,Native,4
7/29/2021,210,8,6,1,Geranium caespitosum,Native,14
7/29/2021,210,8,6,3,Geranium caespitosum,Native,22
7/29/2021,210,8,6,2,Geranium caespitosum,Native,18
7/29/2021,210,8,6,1,Heterotheca villosa,Native,313
7/29/2021,210,8,6,2,Heterotheca villosa,Native,371
7/29/2021,210,8,6,3,Heterotheca villosa,Native,256
7/29/2021,210,8,6,1,Lupinus argenteus,Native,42
7/29/2021,210,8,6,3,Lupinus argenteus,Native,12
7/29/2021,210,8,6,2,Lupinus argenteus,Native,27
7/29/2021,210,8,6,1,Monarda fistulosa,Native,4
7/29/2021,210,8,6,2,Oenothera coronopifolia,Native,3
7/29/2021,210,8,6,3,Potentilla hippiana,Native,20
7/29/2021,210,8,6,2,Tragopogon dubius,Introduced,2
8/11/2021,223,8,7,1,Achillea millefolium ,Native,3
8/11/2021,223,8,7,3,Allium cernuum,Native,19
8/11/2021,223,8,7,2,Artemisia frigida,Native,5
8/11/2021,223,8,7,3,Artemisia frigida,Native,12
8/11/2021,223,8,7,3,Campanula rotundifolia,Native,10
8/11/2021,223,8,7,1,Eriogonum umbellatum,Native,20
8/11/2021,223,8,7,2,Eriogonum umbellatum,Native,21
8/11/2021,223,8,7,2,Gaillardia aristata,Native,1
8/11/2021,223,8,7,1,Geranium caespitosum,Native,16
8/11/2021,223,8,7,2,Geranium caespitosum,Native,12
8/11/2021,223,8,7,3,Geranium caespitosum,Native,14
8/11/2021,223,8,7,1,Heterotheca villosa,Native,345
8/11/2021,223,8,7,2,Heterotheca villosa,Native,562
8/11/2021,223,8,7,3,Heterotheca villosa,Native,336
8/11/2021,223,8,7,1,Lupinus argenteus,Native,5
8/11/2021,223,8,7,2,Lupinus argenteus,Native,5
8/11/2021,223,8,7,3,Lupinus argenteus,Native,20
8/11/2021,223,8,7,2,Oenothera coronopifolia,Native,3
8/11/2021,223,8,7,3,Orthocarpus luteus,Native,21
8/11/2021,223,8,7,3,Symphyotrichum porteri,Native,52
8/11/2021,223,8,7,2,Verbascum thapsus,Introduced,35
8/21/2021,233,8,8,3,Allium cernuum,Native,15
8/21/2021,233,8,8,2,Allium cernuum,Native,14
8/21/2021,233,8,8,3,Artemisia frigida,Native,35
8/21/2021,233,8,8,2,Artemisia frigida,Native,67
8/21/2021,233,8,8,2,Eriogonum umbellatum,Native,5
8/21/2021,233,8,8,1,Geranium caespitosum,Native,19
8/21/2021,233,8,8,3,Geranium caespitosum,Native,16
8/21/2021,233,8,8,2,Geranium caespitosum,Native,1
8/21/2021,233,8,8,1,Heterotheca villosa,Native,110
8/21/2021,233,8,8,3,Heterotheca villosa,Native,142
8/21/2021,233,8,8,2,Heterotheca villosa,Native,205
8/21/2021,233,8,8,2,Lactuca serriola,Introduced,15
8/21/2021,233,8,8,3,Lupinus argenteus,Native,3
8/21/2021,233,8,8,2,Lupinus argenteus,Native,4
8/21/2021,233,8,8,1,Orthocarpus luteus,Native,4
8/21/2021,233,8,8,3,Orthocarpus luteus,Native,20
8/21/2021,233,8,8,2,Orthocarpus luteus,Native,23
8/21/2021,233,8,8,2,Polygonum douglasii,Native,170
8/21/2021,233,8,8,1,Symphyotrichum porteri,Native,1
8/21/2021,233,8,8,3,Symphyotrichum porteri,Native,65
8/21/2021,233,8,8,2,Tragopogon dubius,Introduced,5
8/21/2021,233,8,8,2,Verbascum thapsus,Introduced,15
9/12/2021,255,8,9,3,Campanula rotundifolia,Native,1
9/12/2021,255,8,9,2,Heterotheca villosa,Native,6
9/12/2021,255,8,9,2,Lactuca serriola,Introduced,7
9/12/2021,255,8,9,1,None,NA,0
